File Path: C:\Users\MTS\Desktop\SE171\Test Run 34 2-3-2017 3 08 15 PM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Tension (Extensometer-Crosshead) 171-2017-W
Test Run: Test Run 34
Date: 2/3/2017 2:42:56 PM


Crosshead 	Load 	Time 	Extensometer 
in	lbf	sec	in
0.000424413661590291	11.7374376532486	0.230000004172325	-2.90384241586833E-06
0.000823034196665811	15.8882458180815	0.430000007152557	8.90774955459929E-05
0.00121696506911984	20.0540873263155	0.629999995231628	0.00017017378120827
0.00161793048921643	24.3908630087306	0.829999983310699	0.000253336007360096
0.00201655098848507	28.6566809672611	1.02999997138977	0.000332252952150128
0.00241751655180917	32.8615474227177	1.23000001907349	0.000405061941783634
0.00281613705107781	37.0875548925223	1.42999994754791	0.000477387359529445
0.00321475755034645	41.0154613678621	1.62999999523163	0.00054396878113039
0.00361572297044304	45.2403745680616	1.83000004291534	0.00061280614346739
0.00401668839053961	49.3214925093834	2.02999997138977	0.000680250618249311
0.00441530888980827	53.3535638462675	2.23000001907349	0.000745434819662937
0.00481392938907689	57.1979182063259	2.4300000667572	0.00081344389729752
0.0052148948091735	61.072867521272	2.63000011444092	0.000877367052080945
0.00561351530844213	64.9648929305591	2.82999992370605	0.000937562066338421
0.00601448072853874	68.6833239585213	3.02999997138977	0.00100181543215097
0.00641310122780736	72.3319824354791	3.23000001907349	0.00106503039850087
0.00681641156873189	76.0758457984046	3.4300000667572	0.00112692416266549
0.00721503206800055	79.5650976654706	3.63000011444092	0.00118937200246063
0.00761599748809713	83.1384127643423	3.82999992370605	0.00125340329401569
0.00801461798736575	86.5901919004756	4.03000020980835	0.00131032262345791
0.00841558340746236	90.071313927528	4.23000001907349	0.00137443684374246
0.00881420390673099	93.4667398941476	4.42999982833862	0.00143470268400467
0.00921282440599965	96.7842223060017	4.63000011444092	0.00149611763859637
0.00961144490526827	100.017936492903	4.82999992370605	0.00155468580315777
0.0100147552461928	103.29533913652	5.03000020980835	0.00161795899149133
0.0104157212391994	106.446074070285	5.23000001907349	0.00167483535267992
0.0108143417384681	109.515345948924	5.42999982833862	0.00173799209704615
